gameid,leagid,leagyear,weeknum,gamedate,awayid,atmloc,aconfid,aconf,adivid,adivname,homeid,htmloc,hconfid,hconf,hdivid,hdivname,ascore,hscore,spread,ou,totalou,favid,dogid,winteamid,loseteamid,isconf,isdiv,ot,so,lineoutcomeid,lineoutcome,totaloutcomeid,totaloutcome,siteloc,gametypeid
132024501,13,2024,11,2024-12-17 00:00:00,136,New Jersey,2,Eastern,22,Metropolitan,153,St. Louis,3,Western,10,Central,4,1,1.5,5.5,5.0,136,153,136,153,0,0,0,0,3,favorite win and cover,5,under,1,1
132024502,13,2024,11,2024-12-17 00:00:00,138,New York-R,2,Eastern,22,Metropolitan,154,Nashville,3,Western,10,Central,0,2,1.5,6.0,2.0,154,138,154,138,0,0,0,0,3,favorite win and cover,5,under,1,1
132024503,13,2024,11,2024-12-17 00:00:00,140,Washington,2,Eastern,22,Metropolitan,150,Chicago,3,Western,10,Central,2,3,1.5,6.0,5.0,140,150,150,140,0,0,0,0,2,dog win and cover,5,under,1,1
132024504,13,2024,11,2024-12-17 00:00:00,142,Boston,2,Eastern,9,Atlantic,157,Calgary,3,Western,12,Pacific,4,3,1.5,5.5,7.0,142,157,142,157,0,0,1,0,4,dog cover | favorite win,6,over,1,1
132024505,13,2024,11,2024-12-17 00:00:00,146,Ottawa,2,Eastern,9,Atlantic,164,Seattle,3,Western,12,Pacific,3,0,1.5,5.5,3.0,146,164,146,164,0,0,0,0,3,favorite win and cover,5,under,1,1
132024506,13,2024,11,2024-12-17 00:00:00,155,Winnipeg,3,Western,10,Central,160,San Jose,3,Western,12,Pacific,4,3,1.5,6.0,7.0,155,160,155,160,1,0,0,0,4,dog cover | favorite win,6,over,1,1
132024507,13,2024,11,2024-12-18 00:00:00,134,Philadelphia,2,Eastern,22,Metropolitan,144,Detroit,2,Eastern,9,Atlantic,4,6,1.5,6.0,10.0,144,134,144,134,1,0,0,0,3,favorite win and cover,6,over,1,1
132024508,13,2024,11,2024-12-18 00:00:00,148,Toronto,2,Eastern,9,Atlantic,151,Dallas,3,Western,10,Central,5,3,1.5,6.0,8.0,151,148,148,151,0,0,0,0,2,dog win and cover,6,over,1,1
132024509,13,2024,11,2024-12-18 00:00:00,149,Florida,2,Eastern,9,Atlantic,156,Minnesota,3,Western,10,Central,6,1,1.5,5.5,7.0,149,156,149,156,0,0,0,0,3,favorite win and cover,6,over,1,1
132024510,13,2024,11,2024-12-18 00:00:00,161,Vancouver,3,Western,12,Pacific,165,Utah,3,Western,10,Central,2,3,1.5,5.5,5.0,165,161,165,161,1,0,1,0,4,dog cover | favorite win,5,under,1,1
132024511,13,2024,11,2024-12-18 00:00:00,155,Winnipeg,3,Western,10,Central,162,Anaheim,3,Western,12,Pacific,2,3,1.5,6.0,5.0,155,162,162,155,1,0,0,0,2,dog win and cover,5,under,1,1
132024512,13,2024,11,2024-12-19 00:00:00,153,St. Louis,3,Western,10,Central,147,Tampa Bay,2,Eastern,9,Atlantic,1,3,1.5,6.0,4.0,147,153,147,153,0,0,0,0,3,favorite win and cover,5,under,1,1
132024513,13,2024,11,2024-12-19 00:00:00,136,New Jersey,2,Eastern,22,Metropolitan,141,Columbus,2,Eastern,22,Metropolitan,2,4,1.5,6.5,6.0,136,141,141,136,1,1,0,0,2,dog win and cover,5,under,1,1
132024514,13,2024,11,2024-12-19 00:00:00,159,Los Angeles,3,Western,12,Pacific,134,Philadelphia,2,Eastern,22,Metropolitan,7,3,1.5,5.5,10.0,159,134,159,134,0,0,0,0,3,favorite win and cover,6,over,1,1
132024515,13,2024,11,2024-12-19 00:00:00,139,Pittsburgh,2,Eastern,22,Metropolitan,154,Nashville,3,Western,10,Central,5,4,1.5,6.0,9.0,154,139,139,154,0,0,1,0,2,dog win and cover,6,over,1,1
132024516,13,2024,11,2024-12-19 00:00:00,164,Seattle,3,Western,12,Pacific,150,Chicago,3,Western,10,Central,1,3,1.5,5.5,4.0,164,150,150,164,1,0,0,0,2,dog win and cover,5,under,1,1
132024517,13,2024,11,2024-12-19 00:00:00,146,Ottawa,2,Eastern,9,Atlantic,157,Calgary,3,Western,12,Pacific,3,2,1.5,5.5,5.0,146,157,146,157,0,0,1,0,4,dog cover | favorite win,5,under,1,1
132024518,13,2024,11,2024-12-19 00:00:00,142,Boston,2,Eastern,9,Atlantic,158,Edomonton,3,Western,12,Pacific,2,3,1.5,6.0,5.0,158,142,158,142,0,0,1,0,4,dog cover | favorite win,5,under,1,1
132024519,13,2024,11,2024-12-19 00:00:00,161,Vancouver,3,Western,12,Pacific,163,Vegas,3,Western,12,Pacific,1,3,1.5,5.5,4.0,163,161,163,161,1,1,0,0,3,favorite win and cover,5,under,1,1
132024520,13,2024,11,2024-12-19 00:00:00,152,Colorado,3,Western,10,Central,160,San Jose,3,Western,12,Pacific,4,2,1.5,6.0,6.0,152,160,152,160,1,0,0,0,3,favorite win and cover,0,push,1,1
132024521,13,2024,11,2024-12-20 00:00:00,148,Toronto,2,Eastern,9,Atlantic,143,Buffalo,2,Eastern,9,Atlantic,6,3,1.5,6.0,9.0,148,143,148,143,1,1,0,0,3,favorite win and cover,6,over,1,1
132024522,13,2024,11,2024-12-20 00:00:00,145,Montreal,2,Eastern,9,Atlantic,144,Detroit,2,Eastern,9,Atlantic,4,3,1.5,6.0,7.0,144,145,145,144,1,1,0,0,2,dog win and cover,6,over,1,1
132024523,13,2024,11,2024-12-20 00:00:00,153,St. Louis,3,Western,10,Central,149,Florida,2,Eastern,9,Atlantic,1,2,1.5,5.5,3.0,149,153,149,153,0,0,1,0,4,dog cover | favorite win,5,under,1,1
132024524,13,2024,11,2024-12-20 00:00:00,135,Carolina,2,Eastern,22,Metropolitan,140,Washington,2,Eastern,22,Metropolitan,1,3,1.5,6.0,4.0,135,140,140,135,1,1,0,0,2,dog win and cover,5,under,1,1
132024525,13,2024,11,2024-12-20 00:00:00,138,New York-R,2,Eastern,22,Metropolitan,151,Dallas,3,Western,10,Central,3,1,1.5,5.5,4.0,151,138,138,151,0,0,0,0,2,dog win and cover,5,under,1,1
132024526,13,2024,11,2024-12-20 00:00:00,165,Utah,3,Western,10,Central,156,Minnesota,3,Western,10,Central,2,1,1.5,5.5,3.0,156,165,165,156,1,1,0,0,2,dog win and cover,5,under,1,1
132024527,13,2024,11,2024-12-20 00:00:00,152,Colorado,3,Western,10,Central,162,Anaheim,3,Western,12,Pacific,4,2,1.5,6.5,6.0,152,162,152,162,1,0,0,0,3,favorite win and cover,5,under,1,1
132024528,13,2024,11,2024-12-21 00:00:00,159,Los Angeles,3,Western,12,Pacific,154,Nashville,3,Western,10,Central,2,3,1.5,5.5,5.0,159,154,154,159,1,0,1,0,2,dog win and cover,5,under,1,1
132024529,13,2024,11,2024-12-21 00:00:00,150,Chicago,3,Western,10,Central,157,Calgary,3,Western,12,Pacific,4,6,1.5,5.5,10.0,157,150,157,150,1,0,0,0,3,favorite win and cover,6,over,1,1
132024530,13,2024,11,2024-12-21 00:00:00,160,San Jose,3,Western,12,Pacific,158,Edomonton,3,Western,12,Pacific,2,3,1.5,6.5,5.0,158,160,158,160,1,1,1,0,4,dog cover | favorite win,5,under,1,1
132024531,13,2024,11,2024-12-21 00:00:00,143,Buffalo,2,Eastern,9,Atlantic,142,Boston,2,Eastern,9,Atlantic,1,3,1.5,5.5,4.0,142,143,142,143,1,1,0,0,3,favorite win and cover,5,under,1,1
132024532,13,2024,11,2024-12-21 00:00:00,137,New York-I,2,Eastern,22,Metropolitan,148,Toronto,2,Eastern,9,Atlantic,6,3,1.5,6.0,9.0,148,137,137,148,1,0,0,0,2,dog win and cover,6,over,1,1
132024533,13,2024,11,2024-12-21 00:00:00,144,Detroit,2,Eastern,9,Atlantic,145,Montreal,2,Eastern,9,Atlantic,1,5,1.5,6.0,6.0,144,145,145,144,1,1,0,0,2,dog win and cover,0,push,1,1
132024534,13,2024,11,2024-12-21 00:00:00,139,Pittsburgh,2,Eastern,22,Metropolitan,136,New Jersey,2,Eastern,22,Metropolitan,0,3,1.5,6.5,3.0,136,139,136,139,1,1,0,0,3,favorite win and cover,5,under,1,1
132024535,13,2024,11,2024-12-21 00:00:00,141,Columbus,2,Eastern,22,Metropolitan,134,Philadelphia,2,Eastern,22,Metropolitan,4,5,1.5,6.5,9.0,134,141,134,141,1,1,1,0,4,dog cover | favorite win,6,over,1,1
132024536,13,2024,11,2024-12-21 00:00:00,156,Minnesota,3,Western,10,Central,155,Winnipeg,3,Western,10,Central,0,5,1.5,5.5,5.0,155,156,155,156,1,1,0,0,3,favorite win and cover,5,under,1,1
132024537,13,2024,11,2024-12-21 00:00:00,146,Ottawa,2,Eastern,9,Atlantic,161,Vancouver,3,Western,12,Pacific,5,4,1.5,5.5,9.0,161,146,146,161,0,0,1,0,2,dog win and cover,6,over,1,1
132024538,13,2024,11,2024-12-21 00:00:00,164,Seattle,3,Western,12,Pacific,163,Vegas,3,Western,12,Pacific,2,6,1.5,6.0,8.0,163,164,163,164,1,1,0,0,3,favorite win and cover,6,over,1,1
132024539,13,2024,11,2024-12-22 00:00:00,135,Carolina,2,Eastern,22,Metropolitan,138,New York-R,2,Eastern,22,Metropolitan,3,1,1.5,6.0,4.0,135,138,135,138,1,1,0,0,3,favorite win and cover,5,under,1,1
132024540,13,2024,11,2024-12-22 00:00:00,149,Florida,2,Eastern,9,Atlantic,147,Tampa Bay,2,Eastern,9,Atlantic,4,2,1.5,6.5,6.0,149,147,149,147,1,1,0,0,3,favorite win and cover,5,under,1,1
132024541,13,2024,11,2024-12-22 00:00:00,159,Los Angeles,3,Western,12,Pacific,140,Washington,2,Eastern,22,Metropolitan,1,3,1.5,5.5,4.0,140,159,140,159,0,0,0,0,3,favorite win and cover,5,under,1,1
132024542,13,2024,11,2024-12-22 00:00:00,162,Anaheim,3,Western,12,Pacific,165,Utah,3,Western,10,Central,5,4,1.5,6.0,9.0,165,162,162,165,1,0,1,1,2,dog win and cover,6,over,1,1
132024543,13,2024,11,2024-12-22 00:00:00,164,Seattle,3,Western,12,Pacific,152,Colorado,3,Western,10,Central,2,5,1.5,6.0,7.0,152,164,152,164,1,0,0,0,3,favorite win and cover,6,over,1,1
132024544,13,2024,11,2024-12-22 00:00:00,146,Ottawa,2,Eastern,9,Atlantic,158,Edomonton,3,Western,12,Pacific,1,3,1.5,6.0,4.0,158,146,158,146,0,0,0,0,3,favorite win and cover,5,under,1,1
132024545,13,2024,12,2024-12-23 00:00:00,138,New York-R,2,Eastern,22,Metropolitan,136,New Jersey,2,Eastern,22,Metropolitan,0,5,1.5,6.5,5.0,136,138,136,138,1,1,0,0,3,favorite win and cover,5,under,1,1
132024546,13,2024,12,2024-12-23 00:00:00,155,Winnipeg,3,Western,10,Central,148,Toronto,2,Eastern,9,Atlantic,5,2,1.5,6.0,7.0,148,155,155,148,0,0,0,0,2,dog win and cover,6,over,1,1
132024547,13,2024,12,2024-12-23 00:00:00,140,Washington,2,Eastern,22,Metropolitan,142,Boston,2,Eastern,9,Atlantic,1,4,1.5,6.0,5.0,142,140,142,140,1,0,0,0,3,favorite win and cover,5,under,1,1
132024548,13,2024,12,2024-12-23 00:00:00,153,St. Louis,3,Western,10,Central,144,Detroit,2,Eastern,9,Atlantic,4,0,1.5,5.5,4.0,144,153,153,144,0,0,0,0,2,dog win and cover,5,under,1,1
132024549,13,2024,12,2024-12-23 00:00:00,147,Tampa Bay,2,Eastern,9,Atlantic,149,Florida,2,Eastern,9,Atlantic,4,0,1.5,6.5,4.0,149,147,147,149,1,1,0,0,2,dog win and cover,5,under,1,1
132024550,13,2024,12,2024-12-23 00:00:00,134,Philadelphia,2,Eastern,22,Metropolitan,139,Pittsburgh,2,Eastern,22,Metropolitan,3,7,1.5,6.5,10.0,139,134,139,134,1,1,0,0,3,favorite win and cover,6,over,1,1
132024551,13,2024,12,2024-12-23 00:00:00,145,Montreal,2,Eastern,9,Atlantic,141,Columbus,2,Eastern,22,Metropolitan,4,5,1.5,6.5,9.0,141,145,141,145,1,0,0,0,4,dog cover | favorite win,6,over,1,1
132024552,13,2024,12,2024-12-23 00:00:00,143,Buffalo,2,Eastern,9,Atlantic,137,New York-I,2,Eastern,22,Metropolitan,7,1,1.5,5.5,8.0,137,143,143,137,1,0,0,0,2,dog win and cover,6,over,1,1
132024553,13,2024,12,2024-12-23 00:00:00,135,Carolina,2,Eastern,22,Metropolitan,154,Nashville,3,Western,10,Central,2,5,1.5,6.0,7.0,135,154,154,135,0,0,0,0,2,dog win and cover,6,over,1,1
132024554,13,2024,12,2024-12-23 00:00:00,150,Chicago,3,Western,10,Central,156,Minnesota,3,Western,10,Central,3,4,1.5,5.5,7.0,156,150,156,150,1,1,0,0,4,dog cover | favorite win,6,over,1,1
132024555,13,2024,12,2024-12-23 00:00:00,160,San Jose,3,Western,12,Pacific,161,Vancouver,3,Western,12,Pacific,3,4,1.5,6.0,7.0,161,160,161,160,1,1,0,0,4,dog cover | favorite win,6,over,1,1
132024556,13,2024,12,2024-12-23 00:00:00,151,Dallas,3,Western,10,Central,165,Utah,3,Western,10,Central,3,2,1.5,6.0,5.0,151,165,151,165,1,1,0,0,4,dog cover | favorite win,5,under,1,1
132024557,13,2024,12,2024-12-23 00:00:00,162,Anaheim,3,Western,12,Pacific,163,Vegas,3,Western,12,Pacific,1,3,1.5,6.5,4.0,163,162,163,162,1,1,0,0,3,favorite win and cover,5,under,1,1
132024558,13,2024,12,2024-12-27 00:00:00,150,Chicago,3,Western,10,Central,143,Buffalo,2,Eastern,9,Atlantic,2,6,1.5,6.0,8.0,143,150,143,150,0,0,0,0,3,favorite win and cover,6,over,1,1
132024559,13,2024,12,2024-12-27 00:00:00,148,Toronto,2,Eastern,9,Atlantic,144,Detroit,2,Eastern,9,Atlantic,5,2,1.5,6.0,7.0,148,144,148,144,1,1,0,0,3,favorite win and cover,6,over,1,1
132024560,13,2024,12,2024-12-27 00:00:00,135,Carolina,2,Eastern,22,Metropolitan,136,New Jersey,2,Eastern,22,Metropolitan,2,4,1.5,5.5,6.0,136,135,136,135,1,1,0,0,3,favorite win and cover,6,over,1,1
132024561,13,2024,12,2024-12-27 00:00:00,142,Boston,2,Eastern,9,Atlantic,141,Columbus,2,Eastern,22,Metropolitan,2,6,1.5,6.5,8.0,142,141,141,142,1,0,0,0,2,dog win and cover,6,over,1,1
132024562,13,2024,12,2024-12-27 00:00:00,154,Nashville,3,Western,10,Central,153,St. Louis,3,Western,10,Central,4,7,1.5,5.5,11.0,154,153,153,154,1,1,0,0,2,dog win and cover,6,over,1,1
132024563,13,2024,12,2024-12-27 00:00:00,156,Minnesota,3,Western,10,Central,151,Dallas,3,Western,10,Central,3,2,1.5,6.0,5.0,151,156,156,151,1,1,1,0,2,dog win and cover,5,under,1,1
132024564,13,2024,12,2024-12-27 00:00:00,152,Colorado,3,Western,10,Central,165,Utah,3,Western,10,Central,4,1,1.5,6.0,5.0,152,165,152,165,1,1,0,0,3,favorite win and cover,5,under,1,1
132024565,13,2024,12,2024-12-27 00:00:00,163,Vegas,3,Western,12,Pacific,160,San Jose,3,Western,12,Pacific,6,3,1.5,6.5,9.0,163,160,163,160,1,1,0,0,3,favorite win and cover,6,over,1,1
132024566,13,2024,12,2024-12-28 00:00:00,145,Montreal,2,Eastern,9,Atlantic,149,Florida,2,Eastern,9,Atlantic,4,0,1.5,6.5,4.0,149,145,145,149,1,1,0,0,2,dog win and cover,5,under,1,1
132024567,13,2024,12,2024-12-28 00:00:00,164,Seattle,3,Western,12,Pacific,161,Vancouver,3,Western,12,Pacific,5,4,1.5,5.5,9.0,161,164,164,161,1,1,1,0,2,dog win and cover,6,over,1,1
132024568,13,2024,12,2024-12-28 00:00:00,134,Philadelphia,2,Eastern,22,Metropolitan,162,Anaheim,3,Western,12,Pacific,3,1,1.5,6.0,4.0,134,162,134,162,0,0,0,0,3,favorite win and cover,5,under,1,1
132024569,13,2024,12,2024-12-28 00:00:00,158,Edomonton,3,Western,12,Pacific,159,Los Angeles,3,Western,12,Pacific,3,4,1.5,6.0,7.0,158,159,159,158,1,1,1,0,2,dog win and cover,6,over,1,1
132024570,13,2024,12,2024-12-28 00:00:00,141,Columbus,2,Eastern,22,Metropolitan,142,Boston,2,Eastern,9,Atlantic,0,4,1.5,6.5,4.0,142,141,142,141,1,0,0,0,3,favorite win and cover,5,under,1,1
132024571,13,2024,12,2024-12-28 00:00:00,140,Washington,2,Eastern,22,Metropolitan,148,Toronto,2,Eastern,9,Atlantic,5,2,1.5,6.0,7.0,-1,-1,140,148,1,0,0,0,8,pick,6,over,1,1
132024572,13,2024,12,2024-12-28 00:00:00,138,New York-R,2,Eastern,22,Metropolitan,147,Tampa Bay,2,Eastern,9,Atlantic,2,6,1.5,6.0,8.0,147,138,147,138,1,0,0,0,3,favorite win and cover,6,over,1,1
132024573,13,2024,12,2024-12-28 00:00:00,136,New Jersey,2,Eastern,22,Metropolitan,135,Carolina,2,Eastern,22,Metropolitan,2,5,1.5,6.0,7.0,135,136,135,136,1,1,0,0,3,favorite win and cover,6,over,1,1
132024574,13,2024,12,2024-12-28 00:00:00,146,Ottawa,2,Eastern,9,Atlantic,155,Winnipeg,3,Western,10,Central,2,4,1.5,6.0,6.0,155,146,155,146,0,0,0,0,3,favorite win and cover,0,push,1,1
132024575,13,2024,12,2024-12-28 00:00:00,139,Pittsburgh,2,Eastern,22,Metropolitan,137,New York-I,2,Eastern,22,Metropolitan,3,6,1.5,6.0,9.0,137,139,137,139,1,1,0,0,3,favorite win and cover,6,over,1,1
132024576,13,2024,12,2024-12-28 00:00:00,157,Calgary,3,Western,12,Pacific,160,San Jose,3,Western,12,Pacific,3,1,1.5,6.0,4.0,157,160,157,160,1,1,0,0,3,favorite win and cover,5,under,1,1
132024577,13,2024,12,2024-12-29 00:00:00,143,Buffalo,2,Eastern,9,Atlantic,153,St. Louis,3,Western,10,Central,4,2,1.5,5.5,6.0,153,143,143,153,0,0,0,0,2,dog win and cover,6,over,1,1
132024578,13,2024,12,2024-12-29 00:00:00,158,Edomonton,3,Western,12,Pacific,162,Anaheim,3,Western,12,Pacific,3,5,1.5,6.5,8.0,158,162,162,158,1,1,0,0,2,dog win and cover,6,over,1,1
132024579,13,2024,12,2024-12-29 00:00:00,140,Washington,2,Eastern,22,Metropolitan,144,Detroit,2,Eastern,9,Atlantic,2,4,1.5,6.0,6.0,140,144,144,140,1,0,0,0,2,dog win and cover,0,push,1,1
132024580,13,2024,12,2024-12-29 00:00:00,145,Montreal,2,Eastern,9,Atlantic,147,Tampa Bay,2,Eastern,9,Atlantic,5,2,1.5,6.5,7.0,147,145,145,147,1,1,0,0,2,dog win and cover,6,over,1,1
132024581,13,2024,12,2024-12-29 00:00:00,137,New York-I,2,Eastern,22,Metropolitan,139,Pittsburgh,2,Eastern,22,Metropolitan,2,3,1.5,6.0,5.0,-1,-1,139,137,1,1,0,0,8,pick,5,under,1,1
132024582,13,2024,12,2024-12-29 00:00:00,146,Ottawa,2,Eastern,9,Atlantic,156,Minnesota,3,Western,10,Central,3,1,1.5,5.5,4.0,156,146,146,156,0,0,0,0,2,dog win and cover,5,under,1,1
132024583,13,2024,12,2024-12-29 00:00:00,157,Calgary,3,Western,12,Pacific,163,Vegas,3,Western,12,Pacific,0,3,1.5,6.0,3.0,163,157,163,157,1,1,0,0,3,favorite win and cover,5,under,1,1
132024584,13,2024,12,2024-12-29 00:00:00,151,Dallas,3,Western,10,Central,150,Chicago,3,Western,10,Central,5,1,1.5,6.0,6.0,151,150,151,150,1,1,0,0,3,favorite win and cover,0,push,1,1
132024585,13,2024,12,2024-12-29 00:00:00,134,Philadelphia,2,Eastern,22,Metropolitan,159,Los Angeles,3,Western,12,Pacific,4,5,1.5,6.0,9.0,159,134,159,134,0,0,0,0,4,dog cover | favorite win,6,over,1,1
132024586,13,2024,13,2024-12-30 00:00:00,138,New York-R,2,Eastern,22,Metropolitan,149,Florida,2,Eastern,9,Atlantic,3,5,1.5,6.0,8.0,149,138,149,138,1,0,0,0,3,favorite win and cover,6,over,1,1
132024587,13,2024,13,2024-12-30 00:00:00,154,Nashville,3,Western,10,Central,155,Winnipeg,3,Western,10,Central,0,3,1.5,6.0,3.0,155,154,155,154,1,1,0,0,3,favorite win and cover,5,under,1,1
132024588,13,2024,13,2024-12-30 00:00:00,165,Utah,3,Western,10,Central,164,Seattle,3,Western,12,Pacific,2,5,1.5,6.0,7.0,165,164,164,165,1,0,0,0,2,dog win and cover,6,over,1,1
132024589,13,2024,13,2024-12-31 00:00:00,142,Boston,2,Eastern,9,Atlantic,140,Washington,2,Eastern,22,Metropolitan,1,3,1.5,5.5,4.0,140,142,140,142,1,0,0,0,3,favorite win and cover,5,under,1,1
132024590,13,2024,13,2024-12-31 00:00:00,137,New York-I,2,Eastern,22,Metropolitan,148,Toronto,2,Eastern,9,Atlantic,1,3,1.5,6.0,4.0,148,137,148,137,1,0,0,0,3,favorite win and cover,5,under,1,1
132024591,13,2024,13,2024-12-31 00:00:00,145,Montreal,2,Eastern,9,Atlantic,163,Vegas,3,Western,12,Pacific,3,2,1.5,6.0,5.0,163,145,145,163,0,0,0,0,2,dog win and cover,5,under,1,1
132024592,13,2024,13,2024-12-31 00:00:00,153,St. Louis,3,Western,10,Central,150,Chicago,3,Western,10,Central,6,2,1.5,5.5,8.0,153,150,153,150,1,1,0,0,3,favorite win and cover,6,over,1,1
132024593,13,2024,13,2024-12-31 00:00:00,139,Pittsburgh,2,Eastern,22,Metropolitan,144,Detroit,2,Eastern,9,Atlantic,2,4,1.5,6.5,6.0,144,139,144,139,1,0,0,0,3,favorite win and cover,5,under,1,1
132024594,13,2024,13,2024-12-31 00:00:00,135,Carolina,2,Eastern,22,Metropolitan,141,Columbus,2,Eastern,22,Metropolitan,3,4,1.5,6.5,7.0,135,141,141,135,1,1,1,1,2,dog win and cover,6,over,1,1
132024595,13,2024,13,2024-12-31 00:00:00,143,Buffalo,2,Eastern,9,Atlantic,151,Dallas,3,Western,10,Central,2,4,1.5,6.0,6.0,151,143,151,143,0,0,0,0,3,favorite win and cover,0,push,1,1
132024596,13,2024,13,2024-12-31 00:00:00,154,Nashville,3,Western,10,Central,156,Minnesota,3,Western,10,Central,3,5,1.5,6.0,8.0,156,154,156,154,1,1,0,0,3,favorite win and cover,6,over,1,1
132024597,13,2024,13,2024-12-31 00:00:00,155,Winnipeg,3,Western,10,Central,152,Colorado,3,Western,10,Central,2,5,1.5,6.0,7.0,152,155,152,155,1,1,0,0,3,favorite win and cover,6,over,1,1
132024598,13,2024,13,2024-12-31 00:00:00,136,New Jersey,2,Eastern,22,Metropolitan,162,Anaheim,3,Western,12,Pacific,2,3,1.5,6.0,5.0,136,162,162,136,0,0,0,0,2,dog win and cover,5,under,1,1
132024599,13,2024,13,2024-12-31 00:00:00,134,Philadelphia,2,Eastern,22,Metropolitan,160,San Jose,3,Western,12,Pacific,4,0,1.5,6.0,4.0,134,160,134,160,0,0,0,0,3,favorite win and cover,5,under,1,1
132024600,13,2024,13,2024-12-31 00:00:00,161,Vancouver,3,Western,12,Pacific,157,Calgary,3,Western,12,Pacific,1,3,1.5,5.5,4.0,-1,-1,157,161,1,1,0,0,8,pick,5,under,1,1
132024601,13,2024,13,2024-12-31 00:00:00,165,Utah,3,Western,10,Central,158,Edomonton,3,Western,12,Pacific,1,4,1.5,6.5,5.0,158,165,158,165,1,0,0,0,3,favorite win and cover,5,under,1,1
132024602,13,2024,13,2025-01-01 00:00:00,136,New Jersey,2,Eastern,22,Metropolitan,159,Los Angeles,3,Western,12,Pacific,0,3,1.5,6.0,3.0,136,159,159,136,0,0,0,0,2,dog win and cover,5,under,1,1
132024603,13,2024,13,2025-01-02 00:00:00,135,Carolina,2,Eastern,22,Metropolitan,149,Florida,2,Eastern,9,Atlantic,3,1,1.5,5.5,4.0,149,135,135,149,1,0,0,0,2,dog win and cover,5,under,1,1
132024604,13,2024,13,2025-01-02 00:00:00,142,Boston,2,Eastern,9,Atlantic,138,New York-R,2,Eastern,22,Metropolitan,1,2,1.5,6.0,3.0,142,138,138,142,1,0,0,0,2,dog win and cover,5,under,1,1
132024605,13,2024,13,2025-01-02 00:00:00,156,Minnesota,3,Western,10,Central,140,Washington,2,Eastern,22,Metropolitan,4,3,1.5,6.0,7.0,140,156,156,140,0,0,1,1,2,dog win and cover,6,over,1,1
132024606,13,2024,13,2025-01-02 00:00:00,144,Detroit,2,Eastern,9,Atlantic,141,Columbus,2,Eastern,22,Metropolitan,5,4,1.5,6.5,9.0,141,144,144,141,1,0,0,0,2,dog win and cover,6,over,1,1
132024607,13,2024,13,2025-01-02 00:00:00,148,Toronto,2,Eastern,9,Atlantic,137,New York-I,2,Eastern,22,Metropolitan,2,1,1.5,6.0,3.0,148,137,148,137,1,0,0,0,4,dog cover | favorite win,5,under,1,1
132024608,13,2024,13,2025-01-02 00:00:00,146,Ottawa,2,Eastern,9,Atlantic,151,Dallas,3,Western,10,Central,2,4,1.5,6.0,6.0,151,146,151,146,0,0,0,0,3,favorite win and cover,0,push,1,1
132024609,13,2024,13,2025-01-02 00:00:00,162,Anaheim,3,Western,12,Pacific,155,Winnipeg,3,Western,10,Central,4,3,1.5,6.5,7.0,155,162,162,155,1,0,1,0,2,dog win and cover,6,over,1,1
132024610,13,2024,13,2025-01-02 00:00:00,143,Buffalo,2,Eastern,9,Atlantic,152,Colorado,3,Western,10,Central,5,6,1.5,6.5,11.0,152,143,152,143,0,0,1,0,4,dog cover | favorite win,6,over,1,1
132024611,13,2024,13,2025-01-02 00:00:00,165,Utah,3,Western,10,Central,157,Calgary,3,Western,12,Pacific,5,3,1.5,6.5,8.0,165,157,165,157,1,0,0,0,3,favorite win and cover,6,over,1,1
132024612,13,2024,13,2025-01-02 00:00:00,134,Philadelphia,2,Eastern,22,Metropolitan,163,Vegas,3,Western,12,Pacific,2,5,1.5,6.5,7.0,163,134,163,134,0,0,0,0,3,favorite win and cover,6,over,1,1
132024613,13,2024,13,2025-01-02 00:00:00,161,Vancouver,3,Western,12,Pacific,164,Seattle,3,Western,12,Pacific,4,3,1.5,5.5,7.0,164,161,161,164,1,1,1,1,2,dog win and cover,6,over,1,1
132024614,13,2024,13,2025-01-02 00:00:00,147,Tampa Bay,2,Eastern,9,Atlantic,160,San Jose,3,Western,12,Pacific,1,2,1.5,6.0,3.0,147,160,160,147,0,0,0,0,2,dog win and cover,5,under,1,1
132024615,13,2024,13,2025-01-03 00:00:00,139,Pittsburgh,2,Eastern,22,Metropolitan,149,Florida,2,Eastern,9,Atlantic,2,3,1.5,6.0,5.0,149,139,149,139,1,0,1,1,4,dog cover | favorite win,5,under,1,1
132024616,13,2024,13,2025-01-03 00:00:00,145,Montreal,2,Eastern,9,Atlantic,150,Chicago,3,Western,10,Central,2,4,1.5,6.0,6.0,145,150,150,145,0,0,0,0,2,dog win and cover,0,push,1,1
132024617,13,2024,13,2025-01-03 00:00:00,146,Ottawa,2,Eastern,9,Atlantic,153,St. Louis,3,Western,10,Central,0,4,1.5,5.5,4.0,153,146,153,146,0,0,0,0,3,favorite win and cover,5,under,1,1
132024618,13,2024,13,2025-01-03 00:00:00,162,Anaheim,3,Western,12,Pacific,158,Edomonton,3,Western,12,Pacific,2,3,2.5,6.5,5.0,158,162,158,162,1,1,0,0,4,dog cover | favorite win,5,under,1,1
132024619,13,2024,13,2025-01-03 00:00:00,154,Nashville,3,Western,10,Central,161,Vancouver,3,Western,12,Pacific,3,0,1.5,5.5,3.0,154,161,154,161,1,0,0,0,3,favorite win and cover,5,under,1,1
